"name","alt.name","venue"
"South Tacoma United Galaxy B00","STU BU18 Galaxy","SSUL B00 19 Division 3"
"Southlake Select Eagles B00","Southlake Select B00 Red","NPSL DIVISION 1 (00) U18"
"Sparta United Premier B00","SPARTA UNITED SPARTA 00 PREMIER JK","FWRL Desert 2000 U18"
"Spokane Scotties -Unk B00","SPOKANE SCOTTIES 00 SCOTTIES (WA)","River City Cup U16-U18 Boys (00,01,02) U18"
"Strikers FC North B00","Strikers FC North B00 Red SM","FWRL CAS B00"
"Strikers FC SB Gold B00","Strikers FC South Bay - B2000 Gold","FWRL CAS B00"
"Surf Hawaii White B00","SURF SC HAWAII SURF HAWAII 00B ACADEMY (HI)","Nike Crossfire Challenge Super Group U18"
"TC United Navy B00","THURSTON COUNTY UNITED B00/01-NAVY - MCINROY (WA)","WA Cup Silver U18"
"TC United Navy B00","TC United B01 Navy-McInroy","PSPL Classic West U18"
"Thelo Atlas B00","THELO B00 ATLAS (OR)","Timbers Winter Showcase 2000 Showcase U18"
"Toluca Portland SC Elite B02","Toluca Portland SA 02B Elite","PTT B00 BHS"
"UPSC Blue Starz B99","UP Blue Starz 99","SSUL B00 19 Division 3"
"UPSC Cobras B99","UP Cobras","SSUL B00 19 Division 3"
"Utah Impact B00","IMPACT USC IMPACT MW (UT)","Nike Crossfire Challenge Super Group U18"
"Vista Storm Black B00","Vista Storm SC - B2000 Black","FWRL CAS B00"
"WA Rush B00","Washington Rush B00 A","RCL B00 Div 1"
"Washington East SC B00","WASHINGTON EAST B'00 WELLER","Showcase of Champions U18 Boys"
"Washington East SC B00","Washington East SC B00 Weller","PSPL WSPL 1 U18"
"Washington Timbers Green 2 B01","WA Timbers 01B Green 2","PTT B00 BHS"
"Washington Timbers White 1 B01","WA Timbers 01B White 1","PTT B00 BHS"
"Wenatchee FC B00","Wenatchee FC B00 McCourtie","PSPL WSPL 1 U18"
"Wenatchee Valley United B00","UNITED SC OPS FC B00 Osborn","PSPL WSPL 1 U18"
"Wenatchee Valley United B01","UNITED SC SOUNDERS (WA)","River City Cup U16-U18 Boys (00,01,02) U18"
"Wenatchee Valley United Quincy B01","Quincy United","Crossfire Select U18 Gold"
"West Coast FC B00","West Coast FC Armour 2000 (CA-S) (SC)","Far West Regionals U17"
"West Coast FC B00","West Coast FC B00 Armour","FWRL CAS B00"
"Westside Timbers Copa B00","WESTSIDE TIMBERS B00 COPA (OR)","Timbers Winter Showcase 2000 FWRL U18"
"Whatcom Rangers White B01","WFC Rangers B01 White","Crossfire Select U18 Gold"
"WPFC Black B00","WASHINGTON PREMIER FC B00 BLACK (WA)","Nike Crossfire Challenge Super Group U18"
"WPFC Black B00","WPFC B00 Black A","RCL B00 Div 1"
"WPFC Navy B00","WASHINGTON PREMIER FC WPFC B00 NAVY (WA)","Nike Crossfire Challenge Silver Group U18"
"WPFC Navy B00","WPFC B00 Navy C","RCL B00 Div 3"
"WPFC White B00","WASHINGTON PREMIER B00 WHITE","Showcase of Champions U18 Boys"
"WPFC White B00","WASHINGTON PREMIER WPFC B00' WHITE - MURRAY (WA)","Nike Crossfire Challenge Gold Group U18"
"WPFC White B00","WPFC B00 White B","RCL B00 Div 2"
"WS Predators B99","WS Predators 99-Pimblett","SSUL B00 19 Division 3"
"WS Shock B99","WS Shock 99-Day","SSUL B00 19 Division 3"
